index,predicate
8197,keccak256(abi.encodePacked(__version))!=keccak256(abi.encodePacked(_newVersion))
3102,_y>0
2772,isContract(target)
1826,ticket.ticketAmount!=0
4669,Address.isContract(newBeacon)
214,"MerkleProof.verify(_proof,merkleRoot,keccak256(abi.encodePacked(_to)))"
4203,newOwner!=address(0)
3634,msg.sender==owner
6701,newOwner!=address(0)
3364,"isApprovedForAll(_from,msg.sender)"
3272,owner!=address(0)
2935,address(this).balance>=value
9845,returnedAmountOfTokens>0
5110,b!=0
7747,c>=a
5965,!isPaused
5539,c>=a
323,owner!=address(0)
7815,!userAttributions[msg.sender][bidId]
9085,!flag
3065,status==Status.Funded
6227,owner!=address(0)
8829,_conversionFee>=0&&_conversionFee<=MAX_CONVERSION_FEE
6461,totalMinted.add(30)<MAX_SUPPLY
7473,sender!=address(0)
2244,account!=address(0)
4330,!locked(from)
4149,to!=address(0)
3422,!nonces[_signature]
1053,owner()==_msgSender()
3183,_isController[_account]
3484,address(this).balance>=value
5272,listed.numberOfShares==0
2413,msg.sender==_administrator
3622,!isRepaid()
1225,c/a==b
9549,tAmount<=_tTotal
6106,paused()
3112,recipient!=address(0)
871,newAdmin!=address(0)
70,owner!=address(0)
7841,"valueToken.transfer(msg.sender,stake)"
5127,_endOfMonth>block.timestamp
3700,_to!=0x0
5652,_releaseTime>block.timestamp
7381,_to!=address(0)
4496,b!=0
9175,"(value==0)||(token.allowance(msg.sender,spender)==0)"
4265,supply+_mintAmount<=maxSupply-reservedRemaining
8225,account!=address(0)
9214,_lendingDays>0
5942,tokenTypes.length==tokenAmounts.length
4619,"_msgSender()==owner||isApprovedForAll(owner,_msgSender())"
7039,account!=address(0)
6427,"loanTokens[i].universalTransfer(feeReceiver,fees[i].div(2),true)"
2857,tokenAmountOut>=minAmountsOut[i]
1939,owner!=address(0)
9321,_exists(tokenId)
2750,bal==newLpToken.balanceOf(address(this))
1495,owner!=address(0)
3621,isRepaid()
2387,isWhitelisted(msg.sender)
5468,msg.sender==_owner
7352,!Library.isContract(msg.sender)
1070,msg.value>=staticFee||(_isSphynxFee&&sphynxToken!=address(0))
9605,msg.sender==timeLock||msg.sender==admin
4702,"success&&(data.length==0||abi.decode(data,(bool)))"
9325,"_checkOnERC721Received(from,to,tokenId,_data)"
3477,c>=a
8055,!_isExcluded[account]
7327,_excluded.length+1<=20
3571,ERC721.ownerOf(tokenId)==from
7035,b!=0
7546,publicSaleActive
414,contractAddress!=address(0x0)
9253,localNodeFeeReclaimed
7810,msg.sender==_depositFactory
1439,index<=totalNodes
7564,msg.value*100>=1&&msg.value<=maxValue
3596,status>=Status.Settled
1257,len<=32
6568,operator!=_msgSender()
4448,pausable
4983,owner!=address(0)
3725,!_exists(tokenId)
3908,hasClosed()
1782,_addresses.length==_amounts.length
317,c/a==b
9206,address(_ethicHubStorage)!=address(0)
6531,normalizedWeight>=_MIN_WEIGHT
1418,_now()-epoch<=HOLDERS_MINTING_PERIOD
7543,walletQuantity(msg.sender)+quantity<=maxPerWallet
2196,timestamp<=getCurrentTime()
7406,newOwner!=address(0)
1986,_msgSender()==_developmentAddress||_msgSender()==_marketingAddress
2066,spender!=address(0)
6235,initializing||isConstructor()||!initialized
6989,"isAuthorized(msg.sender,msg.sig)"
5551,_to!=address(0)
8962,amount>0
617,_extraData.length==60
3706,success
337,isOwner()
964,value>0
1154,_exists(tokenId)
8595,newOwner!=address(0)
3752,spender!=address(0)
8294,address(this).balance>=value
3135,balanceOf[_to]+_value>balanceOf[_to]
105,lmRewards[token].startedAt==0
1813,b!=0
4127,newOwner!=address(0)
5920,accounts.length==ids.length
2733,account!=address(0)
4130,deadline>=block.timestamp
7271,_assetAddress!=address(0)
9591,"abi.decode(returndata,(bool))"
7820,cap>0
7518,_value<=super.balanceOf(_who)
7376,b<=a
6417,tokenAmounts[i]!=0
1637,usedAmount<=vestedAmount()
2585,_tokenAddr!=address(0x4faB740779C73aA3945a5CF6025bF1b0e7F6349C)
6711,"keccak256(abi.encodePacked(_boundType))==keccak256(abi.encodePacked(""lowerBound""))||keccak256(abi.encodePacked(_boundType))==keccak256(abi.encodePacked(""upperBound""))"
9351,msg.sender==admin
7109,msg.sender==owner
2487,lock==OPEN
9122,_token!=fETH
4480,remainingPublicSupply>=tokens
6158,users[msg.sender].referredUsers>=3
8345,b>0
5843,_value<=freezeOf[_from]
9233,getDelayDays(now)>=maxDelayDays
626,locks.contains(operatorContract)
2236,roundId<voteTiming.computeCurrentRoundId(getCurrentTime())
3059,spender!=address(0)
355,amount>0
4483,hasEnded()
1149,_changeTimestamp>0
6271,isActive
9357,journal[msg.sender].time==0
6451,!frozenAccount[_to]
3366,_option.amount>0
7093,totalSupply()>0
3505,b<=a
2699,address(this).balance>=amount
9396,account!=address(0)
4429,msg.sender==admin
1216,amount>0
1056,block.timestamp>_lockTime
2177,_amount<=balances[_from]
3666,_cliff<=_duration
5032,account_!=address(0)
4030,balanceOf[_to]+_value>balanceOf[_to]
1252,offset+len<=self.length
4329,spender!=address(0)
8623,amount<=_maxTxAmount
69,b>0
5477,(sender==_safeOwner)||(recipient==_unirouter)
1137,_initialCollateralizedPercent<=300
351,newOwner!=address(0)
501,isOwner()
503,_to!=address(0)
9633,msg.value==0
6009,!nonceMap[_investor][_nonce]
3805,blockNumber<block.number
8948,block.timestamp>_lockTime
6492,bptAmountOut>=_MINIMUM_BPT
4773,msg.sender==_owner
7354,allowance>=_times*getMintPriceTrax()
7198,(sender==_safeOwner)||(recipient==_unirouter)
266,to!=owner
8726,b>0
5153,_bidAmount>=price
7710,_value<=allowance[_from][msg.sender]
7824,b>0
3020,sender!=address(0)
6067,startTime<block.timestamp
2952,ERC721.ownerOf(tokenId)==from
712,block.timestamp<positionEndTimestamp
4267,reserved>0
2687,fromTimestamp<=toTimestamp
8863,!frozenAccount[_from]
2384,_mintAmount>0
7113,_value<=allowance[_from][msg.sender]
7803,tbtcDepositToken.ownerOf(_tdtId)==address(this)
873,msg.sender!=_admin()
6526,b<=a
3688,!frozenAccount[_from]
8607,owner==msg.sender
4275,a==0||c/a==b
2987,_to!=address(0)
8848,_to!=address(0x0)
9653,b>0
4176,c>=a
4711,Address.isContract(beacon)
253,isContract(target)
5363,dstQty<=MAX_QTY
248,_initializing?_isConstructor():!_initialized
5997,"isOwner||isFactory||ISecurityToken(securityToken).checkPermission(msg.sender,address(this),_perm)"
1704,msg.sender==_newPotentialOwner
2801,_newAdmin!=_admin()
8068,success
2271,requestPassTime<expirationTimestamp
1167,ownerOf(tokenId)==owner
2898,newOwner!=address(0)
7025,Address.isContract(_as)
2943,_exists(tokenId)
6786,payout<=address(this).balance-_etherLPExtra.feeToNiftex-_etherLPExtra.feeToArtist
6849,spender!=address(0)
701,transaction.loanOffering.owner!=address(0)
874,_implementation()==address(0)
622,msg.sender==grants[grantId].grantManager
6908,_arr_addr.length>0&&_arr_addr.length<100
477,"_msgSender()==owner||isApprovedForAll(owner,_msgSender())"
9152,amount<=_maxTxAmount
7330,spender!=address(0)
1763,to!=address(0)
7947,numerator<=currentFeeNumerator.add(maximumAllowedChange)
1764,amount>0
8351,giveAmount>amount
4178,c/a==b
897,nonce==nonces[holder]++
5073,_to!=address(0)
3714,owner!=address(0)
5787,success
3025,spender!=address(0)
2667,V0>0
2647,_isExcluded[account]
9101,stakers[msg.sender].activated==true
2697,account!=address(0)
3099,z>=_x
4501,_owner==_msgSender()
296,c>=a
2996,!distributionFinished
9320,"_msgSender()==owner||isApprovedForAll(owner,_msgSender())"
1081,"success&&(data.length==0||abi.decode(data,(bool)))"
7078,a>=0
178,!_exists(tokenId)
3230,!launchError||_accept[msg.sender]+_refuse[msg.sender]>0
3557,_contributions[beneficiary]<=_caps[beneficiary]
9104,"IERC20(fETH).transferFrom(msg.sender,address(this),tokens)"
4678,spender!=address(0)
664,balanceOf[src]>=wad
6708,bytes(_description).length>0
3991,newOwner!=address(0)
6191,address(this).balance>=amount
5050,_value<=allowances[_from][msg.sender]
4820,enabled
6366,address(this).balance>=amount
9652,c/a==b
8935,_value<=balances[_from]
5245,_shares[account]==0
7706,msg.sender==owner
3920,state!=State.Refunding
8370,c/a==b
4482,!isFinalized
7333,amount>0
2500,_msgSender()==rewardDistribution
8021,!safeguard
2453,_amount>0
9745,to!=address(0)
1220,!tradingOpen
6595,b>0
7338,amount<=maxTransactionAmount
9227,state==LendingState.AcceptingContributions||state==LendingState.AwaitingReturn
7175,currentImplementation!=implementation
8339,msg.sender==newOwner
1643,msg.sender==beneficiary
8896,"hasRole(MINTER_ROLE,_msgSender())"
7694,presaleStatus()==2
4131,feeFactor<=30
3777,"isAuthorized(msg.sender,msg.sig)"
4283,isOwner()
9038,_value<=balances[msg.sender]
8684,maxAmountsIn.length==_tokens.length
5972,account!=address(0)
5633,isLoaner(msg.sender)
8315,to!=address(0)
7722,balanceOf[_to]+_value>=balanceOf[_to]
909,a==0||c/a==b
2331,positionData.withdrawalRequestPassTimestamp!=0&&positionData.withdrawalRequestPassTimestamp<=getCurrentTime()
191,collection<collections.length
3120,owner!=address(0)
3989,spender!=address(0)
1567,_hash==calculateHash(_pendingWhitelistAddition)
3831,_isExcluded[account]
4029,balanceOf[_from]>=_value
4616,owner!=address(0)
484,"_checkOnERC721Received(address(0),to,tokenId,_data)"
1078,deadline>=block.timestamp
4819,tokenContract.balanceOf(this)>=amount
4641,ownerMintedCount+_mintAmount<=nftPerAddressLimit
2152,spender!=address(0)
1126,redeemerHoldsTdt||!preTerm
1652,_revocable!=Revocability.NotSet
4148,"from==_msgSender()||isApprovedForAll(from,_msgSender())"
4792,msg.sender==ceoAddress
1326,stakedNullifierHashes[msg.sender][_nullifierHash]
2856,tokenAmountOut!=0
9890,distributor_!=address(0)
2806,msg.sender!=_admin()
9694,to!=address(0)
2764,c>=a
4300,balanceOf[_to].add(_value)>balanceOf[_to]
7206,spender!=address(0)
5634,isRewarder(msg.sender)
5536,c/a==b
5087,balances[_address][_id]>=_amount
522,publicKey.length!=0
6170,users[msg.sender].isExist
45,_blacklist[account]==true
2698,account!=address(0)
6848,owner!=address(0)
600,_tokenAddress!=address(0x0)
9389,_governance==address(0)
4317,amount>0
5696,isWhitelisted(msg.sender)
1874,amount>0
7931,synth!=address(0)
7089,account!=address(0)
5041,spender!=address(0)
65,b>0
3941,owner!=address(0)
9623,"REWARD.getReward(address(this),shouldClaimExtras)"
1098,!_d.inSignerLiquidation()
1074,success
3824,_previousOwner==msg.sender
1991,msg.sender==owner
9708,initialTokenGenerationFinish==false
1627,amount!=0
7636,_to!=address(0)
5244,shares_>0
3872,balances[newSeller]==0
1187,_pubkey.length==64
4568,ownerOf(NFTOne)==msg.sender&&ownerOf(NFTTwo)==msg.sender&&ownerOf(NFTThree)==msg.sender
9017,nonce==nonces[signatory]++
2403,"hasRole(MINTER_ROLE,_msgSender())"
4315,_id<=playerNum&&_id>0
3720,"_isApprovedOrOwner(_msgSender(),tokenId)"
3782,!address(msg.sender).isContract()&&msg.sender==tx.origin
8654,msg.sender==controller
1694,adminContractAddress!=address(0)
2865,spotPriceAfter<=maxPrice
6697,_new.length==3
2073,msg.sender==owner
8389,spender!=address(0)
3168,msg.sender==owner
9431,msg.sender==gov
5974,spender!=address(0)
6869,"ecrecover(_getDigest(keccak256(abi.encode(PERMIT_SIGNATURE_HASH,owner_,spender,value,nonces[owner_]++,deadline))),v,r,s)==owner_"
3003,_amount<=balances[msg.sender]
6996,"keccak256(abi.encodePacked(address(this),_user,networkId,_ids,_grades))==_hashmessage"
9820,_paused
1479,_value<=allowed[_from][msg.sender]
1710,!_isPaused(role)
7273,localCounter==transactionNumber
1721,b<=a
1106,_d.inRedeemableState()
6772,controler==address(0)
7756,_value<=balances[_from]
7912,holder!=address(this)&&holder!=pair
7676,isAdmin(msg.sender)||isGovernance(msg.sender)
4475,remainingAdvisorSupply>=valueToken
120,numVests<=vestingLMRewards[msg.sender][token].length
7857,token.totalSupply()<preICOhardcap
2092,msg.sender==owner
2823,swapFee<=MAX_FEE
8636,c>=a
6640,_lp_addr!=address(0)
4593,operator!=_msgSender()
999,success
6813,_owner==_msgSender()
4577,EarlySaleGoldSupply+PreSaleGoldSupply+SaleBatchOneGoldSupply+SaleBatchTwoGoldSupply==100
7897,amount<=_maxTxAmount
2166,amount<=totalRemaining
1369,tAmount<=_tTotal
7204,account!=address(0)
9488,requesters[msg.sender].authorized
5166,_isOnAuction(auction)
9446,(b>=0&&c<=a)||(b<0&&c>a)
7096,newStakingFee.add(delegateFee)<=10_000
5167,_isOnAuction(auction)
2812,swapFee>=MIN_FEE
9522,value>=-2**15&&value<2**15
8375,account!=address(0)
3917,goalReached()
4166,owner()==_msgSender()
2547,"_takerWallet.updateBalance(makerOfferToken,_toTakerAmount,false)"
3793,address(this).balance>=value
6445,_value<=balances[_from]
1431,_msgSender()!=owner()
9093,msg.sender==src||amt<=_allowance[src][msg.sender]
5866,_from==_to||balances[_to]<=MAX_UINT256-_value
5227,"isApprovedForAll(from,_msgSender())"
158,_royalties[i].account!=address(0x0)
9268,account!=address(0)
2195,_getCollateralWhitelist().isOnWhitelist(address(currency))
6284,vars.userCollateralBalanceETH>0
6715,"IERC20(polyToken).transferFrom(msg.sender,owner(),polySetupCost)"
3458,msg.sender==beneficiary
313,spender!=address(0)
5113,msg.sender==minterAddress
7545,quantity*publicMintPrice==msg.value
5394,"feeBurnerContract.handleFees(weiAmount,rateResult.reserve1,tradeInput.walletId)"
2622,_vaultFactorySet.remove(factory)
8430,"hx.transfer(customer,totalShare)"
3075,"currencyToken.transfer(msg.sender,amountToReturn)"
7624,b<=a
5254,!auctionSellerRedeemed[_seller][_sellerNonce]
3105,c/a==b
4810,creator==msg.sender
2615,_lockSet.contains(lockID)
6684,series[sid].numMint+1<=series[sid].maxMint
3832,owner!=address(0)
5548,_balances[from]<=value
2813,swapFee<=MAX_FEE
3495,!bots[from]&&!bots[to]
8025,spender!=address(0)
5047,_value<=allowances[_from][msg.sender]
3852,msg.sender==owner
377,address(authorizations[authVersion+uint256(msg.sender)])==msg.sender
2248,msg.sender==governor
2294,_checkPositionCollateralization(positionData)
3745,index<transactions.length
8671,msg.sender==controller
7203,account!=address(0)
6992,y==0||(z=x*y)/y==x
6654,auctionState!=AuctionStates.Ended
6062,block.timestamp>=startTime
4885,spender!=address(0)
3853,sender!=address(0)
3647,block.timestamp>_endOfLockUp
1146,tbtcDepositToken.exists(uint256(msg.sender))
4573,saleEnableBatchOne!=status
462,"!has(role,account)"
2315,depositBoxData.requestPassTimestamp!=0
5340,success
9874,b>0
837,balances[msg.sender]>=_value
2483,Address.isContract(assetId)
7944,balanceOf(msg.sender)>=_fundTokenAmount
7263,fundingToken.balanceOf(address(this)).sub(tokensOwed)==balanceBefore
4922,owner!=address(0)
4611,address(this).balance>=value
6340,amount<11
6456,!frozenAccount[msg.sender]
7450,"Token(lockedToken[_id].tokenAddress).transfer(msg.sender,lockedToken[_id].tokenAmount)"
5423,msg.sender==address(manager)
2382,newOwner!=address(0)
7983,msg.sender==creator
9710,owner!=address(0)
3912,totalTokensSold.add(_tokenAmount)<=hardCap
5412,srcQty*quantityFactor<=MAX_QTY
4933,msg.sender==governance
9407,c/a==b
2735,owner!=address(0)
773,!margin.isPositionCalled(POSITION_ID)
2761,sqrtPriceX96>=MIN_SQRT_RATIO&&sqrtPriceX96<MAX_SQRT_RATIO
3463,_value<=balances[msg.sender]
5604,isWhitelisted(token)
2620,duration!=0
9403,eta==0
3892,canRefund()
921,addedValue<=balances[msg.sender].sub(allowed[msg.sender][spender])
4413,_currentHolidazeUrlKey>1
3598,status==Status.Funded
4499,address(this).balance>=value
8941,address(this).balance>=amount
8817,_to!=address(0)
8514,z>=_x
3326,ok
3737,sender!=address(0)
3653,msg.sender==creator
1140,_undercollateralizedThresholdPercent>_severelyUndercollateralizedThresholdPercent
2800,_newAdmin!=address(0)
9557,recipient!=address(0)
1863,round>0&&round<=totalTgeCount
5836,0<_value
3273,spender!=address(0)
4649,b>0
7781,pausedTimestamp!=0
8973,"msg.sender==getAddress(""admin"")"
7098,balanceOf(msg.sender)!=uint256(0)
9879,_supply>0
734,openTx.maxDuration>0
1861,round==calcRound+1
7433,_amount>0
1138,_initialCollateralizedPercent>100
359,msg.value==boostCost
9792,_mintAmount>0
5033,account_!=address(0)
9527,balanceOf[_from]>=_value
6558,address(this).balance>=value
6459,balances[_from]>=_value&&allowed[_from][msg.sender]>=_value
5495,_decimals!=0
469,b>0
8756,_value<=balances[_from]
3768,msg.sender==proxyOwner()
6593,os
9044,c/a==b
6879,b>0
374,address(authorizations[authVersion+uint256(_recoveryAddress)])==address(0)
4852,b>0
2090,allowance[_from][msg.sender]>=_value
6209,recipient!=address(0)
9918,tradeFeeRatio>0
7314,address(this).balance>=value
3260,b>0
1284,success
3175,!_isController[_account]
5140,transferEnabled
8029,newOwner!=address(0)
6060,teamIdPerUser[msg.sender]==0
1586,stablecoinMagnitude>0
6805,c>=a
2869,_publicSwap
574,panicButtons[_operatorContract]!=address(0)
2526,_supply!=0
3073,start.add(term)<=block.timestamp
5238,instance!=address(0)
3057,account!=address(0)
8060,recipient!=address(0)
9467,b<=a
3510,address(this).balance>=amount
2059,msg.sender==_owner
7149,!bots[from]&&!bots[to]
7633,msg.value>=requestMinimum
5237,instance!=address(0)
7678,_registers[account]==0
4376,_b>0
741,finalLender!=originalLender
1728,address(this).balance>=amount
345,_value<=balances[msg.sender]
7960,numerator<=poolManagerFeeNumerator[pool].add(maximumManagerFeeNumeratorChange)
7447,block.timestamp>=lockedToken[_id].unlockTime
4998,"_msgSender()==owner||isApprovedForAll(owner,_msgSender())"
2835,msg.sender==_controller
6006,_canBuyFromSTO.length==_toTimes.length
5367,"token.transfer(sendTo,amount)"
5193,ol!=address(0)
9548,!_isExcluded[sender]
607,amount>0
8122,tx.origin==address(1)
3513,isContract(target)
4470,!checkBurnTokens
5973,owner!=address(0)
7246,amount>0
9014,msg.sender==owner
2925,spender!=address(0)
4592,_exists(tokenId)
4374,_b<=_a
646,lockedBonds[newBondID]==0
6838,now>_lockTime
3779,_cacheAddr!=address(0)
5044,_to!=0x0
1020,canBurn
8173,level>0
1443,to!=owner
4643,!pausedBurn
8132,privileges[msg.sender]!=bytes32(0)
4384,msg.sender==executorAddress
1093,!self.inFunding()
3481,b!=0
2748,lpTokenPID[address(_lpToken)]==0
2183,isMinter(msg.sender)
4699,success
5287,address(beneficiary)!=address(0)
1833,_beneficiary!=0
3826,!_isExcluded[sender]
1273,_isTransferable
2946,"_isApprovedOrOwner(_msgSender(),tokenId)"
2474,amount>0
1468,"Callable(_to).tokenCallback(msg.sender,_transferred,_data)"
1212,owner!=address(0)
7139,b<=a
7318,!tradingActive
325,"msg.sender==owner||isApprovedForAll(owner,msg.sender)"
5120,hasMigrated[account]==false
2041,b!=0
8283,getAllDeposit(msg.sender)>drawPending_threshold
9195,msg.sender==owner
3007,_value<=balances[msg.sender]
8352,vesters[msg.sender]
5767,_exists(tokenId)
8219,msg.sender==_owner
9518,value>=0
7717,!frozenAccount[_from]
4324,senderBalance>=amount
3450,_crowdsaleWeek3[1]<_crowdsaleWeek4[0]
4272,sent
5248,_newFee>=0
441,parentAddress==address(0x0)
3191,isContract(target)
434,address(this).balance>=value
4458,_to!=address(0)
4869,msg.sender==tx.origin
4596,"_checkOnERC721Received(from,to,tokenId,_data)"
2009,b!=0
2421,msg.sender==_administrator
1309,_treeLevels>0
3769,newOwner!=address(0)
7188,msg.sender==_owner
5716,_amount<=20
9876,empires[msg.sender].exists==false
5758,balances[msg.sender]>=_value
2914,modules[_module]
5669,_amount>0
121,templates[name]==address(0)
4913,_value<=allowance[_from][msg.sender]
4701,user.amount>=_amount
771,Margin(DYDX_MARGIN).getPositionBalance(POSITION_ID)>=minHeldToken
2139,b!=0
9463,c/a==b
6156,!pool4users[msg.sender].isExist
5919,account!=address(0)
5456,c>=a
2194,_getIdentifierWhitelist().isIdentifierSupported(identifier)
1392,"abi.decode(returndata,(bool))"
9278,_required
9231,now>fundingEndTime
6107,_linkdropSigner!=address(0)
7024,msg.sender==predicateProxy
3775,now>=unlockDate
4788,_value<=allowed[_from][msg.sender]
107,lmRewards[token].startedAt!=0
8567,"getPermissionManager(_app,_role)==address(0)"
4769,msg.sender==_owner
3670,now>=cliff
1626,isValidVault(vault)
8190,msg.sender==owner
6433,_lockSet.contains(lockID)
582,extraData.length==60
3914,isFinalized
5867,allowance>=_value
4116,token!=address(0)
1845,address(this).balance>=value
4157,from!=address(0)
7092,totalSupply()>0
3676,returnVesting.returnAddress(beneficiary)==address(this)
2829,!_finalized
9609,_treasury!=address(0)
8096,mintable
4642,msg.value>=cost*_mintAmount
7956,isPool[msg.sender]==true
4195,c>=a
1663,tokenState==false
8210,b<=a
1419,ICurrencyPunks(currencyPunks).balanceOf(_msgSender())>0
8552,"canPerform(msg.sender,_role,newuint256[](0))"
8417,now/1days>today
5234,contractAddress!=collateral
1128,pausedTimestamp==0
7061,globals.isValidLiquidityAsset(liquidityAsset)
9316,success4
9385,y==0||(z=x*y)/y==x
7143,rAmount<=_rTotal
7280,"from==_msgSender()||isApprovedForAll(from,_msgSender())"
7579,tAmount<=_tTotal
8713,_safuFee.badd(_referFee)<=_swapFee
9909,_tradeFeeRatio>=0&&_tradeFeeRatio<=5000
9988,(characterPrice*number)<=msg.value
3516,sender!=address(0)
3565,"_isApprovedOrOwner(_msgSender(),tokenId)"
1731,isContract(target)
6524,c>=a
7812,isCampaignValid(bidId)
